,key_bbref,yearID,gameNum,gameID,teamID,lgID,GP,startingPos,name_last,name_first,Name,keyname
1259,sanchga02,2017,0,NLS201707110,NYA,AL,1,,sanchez,gary,gary sanchez,gary sanchez2017
1260,sanomi01,2017,0,NLS201707110,MIN,AL,1,,sano,miguel,miguel sano,miguel sano2017
1262,schoojo01,2017,0,NLS201707110,BAL,AL,1,,schoop,jonathan,jonathan schoop,jonathan schoop2017
1264,troutmi01,2017,0,NLS201707110,LAA,AL,0,,trout,mike,mike trout,mike trout2017
1265,uptonju01,2017,0,NLS201707110,DET,AL,1,,upton,justin,justin upton,justin upton2017
1268,poseybu01,2017,0,NLS201707110,SFN,NL,1,2,posey,buster,buster posey,buster posey2017
1269,zimmery01,2017,0,NLS201707110,WAS,NL,1,3,zimmerman,ryan,ryan zimmerman,ryan zimmerman2017
1270,murphda08,2017,0,NLS201707110,WAS,NL,1,4,murphy,daniel,daniel murphy,daniel murphy2017
1271,arenano01,2017,0,NLS201707110,COL,NL,1,5,arenado,nolan,nolan arenado,nolan arenado2017
1272,cozarza01,2017,0,NLS201707110,CIN,NL,1,6,cozart,zack,zack cozart,zack cozart2017
1273,ozunama01,2017,0,NLS201707110,MIA,NL,1,7,ozuna,marcell,marcell ozuna,marcell ozuna2017
1274,blackch02,2017,0,NLS201707110,COL,NL,1,8,blackmon,charlie,charlie blackmon,charlie blackmon2017
1275,harpebr03,2017,0,NLS201707110,WAS,NL,1,9,harper,bryce,bryce harper,bryce harper2017
1276,stantmi03,2017,0,NLS201707110,MIA,NL,1,10,stanton,giancarlo,giancarlo stanton,giancarlo stanton2017
1277,bellico01,2017,0,NLS201707110,LAN,NL,1,,bellinger,cody,cody bellinger,cody bellinger2017
1278,confomi01,2017,0,NLS201707110,NYN,NL,1,,conforto,michael,michael conforto,michael conforto2017
1280,goldspa01,2017,0,NLS201707110,ARI,NL,1,,goldschmidt,paul,paul goldschmidt,paul goldschmidt2017
1283,harrijo05,2017,0,NLS201707110,PIT,NL,1,,harrison,josh,josh harrison,josh harrison2017
1285,inciaen01,2017,0,NLS201707110,ATL,NL,1,,inciarte,ender,ender inciarte,ender inciarte2017
1289,lambja01,2017,0,NLS201707110,ARI,NL,1,,lamb,jake,jake lamb,jake lamb2017
1290,lemahdj01,2017,0,NLS201707110,COL,NL,0,,lemahieu,dj,dj lemahieu,dj lemahieu2017
1292,molinya01,2017,0,NLS201707110,SLN,NL,1,,molina,yadier,yadier molina,yadier molina2017
1295,seageco01,2017,0,NLS201707110,LAN,NL,1,,seager,corey,corey seager,corey seager2017
1297,turneju01,2017,0,NLS201707110,LAN,NL,1,,turner,justin,justin turner,justin turner2017
1298,vottojo01,2017,0,NLS201707110,CIN,NL,1,,votto,joey,joey votto,joey votto2017
1301,perezsa02,2018,0,NLS201807170,KCA,AL,1,2,perez,salvador,salvador perez,salvador perez2018
1302,abreujo02,2018,0,NLS201807170,CHA,AL,1,3,abreu,jose,jose abreu,jose abreu2018
1303,altuvjo01,2018,0,NLS201807170,HOU,AL,1,4,altuve,jose,jose altuve,jose altuve2018
1304,ramirjo01,2018,0,NLS201807170,CLE,AL,1,5,ramirez,jose,jose ramirez,jose ramirez2018
1305,machama01,2018,0,NLS201807170,BAL,AL,1,6,machado,manny,manny machado,manny machado2018
1306,judgeaa01,2018,0,NLS201807170,NYA,AL,1,7,judge,aaron,aaron judge,aaron judge2018
1307,troutmi01,2018,0,NLS201807170,LAA,AL,1,8,trout,mike,mike trout,mike trout2018
1308,bettsmo01,2018,0,NLS201807170,BOS,AL,1,9,betts,mookie,mookie betts,mookie betts2018
1309,martijd02,2018,0,NLS201807170,BOS,AL,1,10,martinez,j. d.,j. d. martinez,j. d. martinez2018
1312,brantmi02,2018,0,NLS201807170,CLE,AL,1,,brantley,michael,michael brantley,michael brantley2018
1313,bregmal01,2018,0,NLS201807170,HOU,AL,1,,bregman,alex,alex bregman,alex bregman2018
1315,choosh01,2018,0,NLS201807170,TEX,AL,1,,choo,shin-soo,shin-soo choo,shin-soo choo2018
1317,cruzne02,2018,0,NLS201807170,SEA,AL,1,,cruz,nelson,nelson cruz,nelson cruz2018
1319,gomesya01,2018,0,NLS201807170,CLE,AL,1,,gomes,yan,yan gomes,yan gomes2018
1320,hanigmi01,2018,0,NLS201807170,SEA,AL,1,,haniger,mitch,mitch haniger,mitch haniger2018
1321,happja01,2018,0,NLS201807170,TOR,AL,1,,happ,j. a.,j. a. happ,j. a. happ2018
1325,lindofr01,2018,0,NLS201807170,CLE,AL,1,,lindor,francisco,francisco lindor,francisco lindor2018
1326,lowrije01,2018,0,NLS201807170,OAK,AL,1,,lowrie,jed,jed lowrie,jed lowrie2018
1327,morelmi01,2018,0,NLS201807170,BOS,AL,1,,moreland,mitch,mitch moreland,mitch moreland2018
1329,ramoswi01,2018,0,NLS201807170,TBA,AL,0,,ramos,wilson,wilson ramos,wilson ramos2018
1330,segurje01,2018,0,NLS201807170,SEA,AL,1,,segura,jean,jean segura,jean segura2018
1333,springe01,2018,0,NLS201807170,HOU,AL,1,,springer,george,george springer,george springer2018
1334,torregl01,2018,0,NLS201807170,NYA,AL,0,,torres,gleyber,gleyber torres,gleyber torres2018
1338,contrwi01,2018,0,NLS201807170,CHN,NL,1,2,contreras,willson,willson contreras,willson contreras2018
1339,freemfr01,2018,0,NLS201807170,ATL,NL,1,3,freeman,freddie,freddie freeman,freddie freeman2018
1340,baezja01,2018,0,NLS201807170,CHN,NL,1,4,baez,javier,javier baez,javier baez2018
1341,arenano01,2018,0,NLS201807170,COL,NL,1,5,arenado,nolan,nolan arenado,nolan arenado2018
1342,crawfbr01,2018,0,NLS201807170,SFN,NL,1,6,crawford,brandon,brandon crawford,brandon crawford2018
1343,kempma01,2018,0,NLS201807170,LAN,NL,1,7,kemp,matt,matt kemp,matt kemp2018
1344,harpebr03,2018,0,NLS201807170,WAS,NL,1,8,harper,bryce,bryce harper,bryce harper2018
1345,markani01,2018,0,NLS201807170,ATL,NL,1,9,markakis,nick,nick markakis,nick markakis2018
1346,goldspa01,2018,0,NLS201807170,ARI,NL,1,10,goldschmidt,paul,paul goldschmidt,paul goldschmidt2018
1347,aguilje01,2018,0,NLS201807170,MIL,NL,1,,aguilar,jesus,jesus aguilar,jesus aguilar2018
1348,albieoz01,2018,0,NLS201807170,ATL,NL,1,,albies,ozzie,ozzie albies,ozzie albies2018
1349,blackch02,2018,0,NLS201807170,COL,NL,1,,blackmon,charlie,charlie blackmon,charlie blackmon2018
1350,cainlo01,2018,0,NLS201807170,MIL,NL,1,,cain,lorenzo,lorenzo cain,lorenzo cain2018
1355,gennesc01,2018,0,NLS201807170,CIN,NL,1,,gennett,scooter,scooter gennett,scooter gennett2018
1362,molinya01,2018,0,NLS201807170,SLN,NL,1,,molina,yadier,yadier molina,yadier molina2018
1364,poseybu01,2018,0,NLS201807170,SFN,NL,0,,posey,buster,buster posey,buster posey2018
1365,realmjt01,2018,0,NLS201807170,MIA,NL,1,,realmuto,j. t.,j. t. realmuto,j. t. realmuto2018
1367,storytr01,2018,0,NLS201807170,COL,NL,1,,story,trevor,trevor story,trevor story2018
1369,suareeu01,2018,0,NLS201807170,CIN,NL,1,,suarez,eugenio,eugenio suarez,eugenio suarez2018
1370,vottojo01,2018,0,NLS201807170,CIN,NL,1,,votto,joey,joey votto,joey votto2018
1371,yelicch01,2018,0,NLS201807170,MIL,NL,1,,yelich,christian,christian yelich,christian yelich2018
1373,sanchga02,2019,0,ALS201907090,NYA,AL,1,2,sanchez,gary,gary sanchez,gary sanchez2019
1374,santaca01,2019,0,ALS201907090,CLE,AL,1,3,santana,carlos,carlos santana,carlos santana2019
1375,lemahdj01,2019,0,ALS201907090,NYA,AL,1,4,lemahieu,dj,dj lemahieu,dj lemahieu2019
1376,bregmal01,2019,0,ALS201907090,HOU,AL,1,5,bregman,alex,alex bregman,alex bregman2019
1377,polanjo01,2019,0,ALS201907090,MIN,AL,1,6,polanco,jorge,jorge polanco,jorge polanco2019
1378,brantmi02,2019,0,ALS201907090,HOU,AL,1,7,brantley,michael,michael brantley,michael brantley2019
1379,troutmi01,2019,0,ALS201907090,LAA,AL,1,8,trout,mike,mike trout,mike trout2019
1380,springe01,2019,0,ALS201907090,HOU,AL,1,9,springer,george,george springer,george springer2019
1381,martijd02,2019,0,ALS201907090,BOS,AL,1,10,martinez,j. d.,j. d. martinez,j. d. martinez2019
1382,abreujo02,2019,0,ALS201907090,CHA,AL,1,,abreu,jose,jose abreu,jose abreu2019
1384,bettsmo01,2019,0,ALS201907090,BOS,AL,1,,betts,mookie,mookie betts,mookie betts2019
1386,bogaexa01,2019,0,ALS201907090,BOS,AL,1,,bogaerts,xander,xander bogaerts,xander bogaerts2019
1388,chapmma01,2019,0,ALS201907090,OAK,AL,1,,chapman,matt,matt chapman,matt chapman2019
1390,gallojo01,2019,0,ALS201907090,TEX,AL,1,,gallo,joey,joey gallo,joey gallo2019
1395,lasteto01,2019,0,ALS201907090,LAA,AL,0,,la stella,tommy,tommy la stella,tommy la stella2019
1396,lindofr01,2019,0,ALS201907090,CLE,AL,1,,lindor,francisco,francisco lindor,francisco lindor2019
1397,lowebr01,2019,0,ALS201907090,TBA,AL,0,,lowe,brandon,brandon lowe,brandon lowe2019
1398,mccanja02,2019,0,ALS201907090,CHA,AL,1,,mccann,james,james mccann,james mccann2019
1399,meadoau01,2019,0,ALS201907090,TBA,AL,1,,meadows,austin,austin meadows,austin meadows2019
1401,merriwh01,2019,0,ALS201907090,KCA,AL,1,,merrifield,whit,whit merrifield,whit merrifield2019
1404,pencehu01,2019,0,ALS201907090,TEX,AL,0,,pence,hunter,hunter pence,hunter pence2019
1407,torregl01,2019,0,ALS201907090,NYA,AL,1,,torres,gleyber,gleyber torres,gleyber torres2019
1408,vogelda01,2019,0,ALS201907090,SEA,AL,1,,vogelbach,dan,dan vogelbach,dan vogelbach2019
1409,ryuhy01,2019,0,ALS201907090,LAN,NL,1,1,ryu,hyun jin,hyun jin ryu,hyun jin ryu2019
1410,contrwi01,2019,0,ALS201907090,CHN,NL,1,2,contreras,willson,willson contreras,willson contreras2019
1411,freemfr01,2019,0,ALS201907090,ATL,NL,1,3,freeman,freddie,freddie freeman,freddie freeman2019
1412,marteke01,2019,0,ALS201907090,ARI,NL,1,4,marte,ketel,ketel marte,ketel marte2019
1413,arenano01,2019,0,ALS201907090,COL,NL,1,5,arenado,nolan,nolan arenado,nolan arenado2019
1414,baezja01,2019,0,ALS201907090,CHN,NL,1,6,baez,javier,javier baez,javier baez2019
1415,yelicch01,2019,0,ALS201907090,MIL,NL,1,7,yelich,christian,christian yelich,christian yelich2019
1416,acunaro01,2019,0,ALS201907090,ATL,NL,1,8,acuna,ronald,ronald acuna,ronald acuna2019
1417,bellico01,2019,0,ALS201907090,LAN,NL,1,9,bellinger,cody,cody bellinger,cody bellinger2019
1418,belljo02,2019,0,ALS201907090,PIT,NL,1,10,bell,josh,josh bell,josh bell2019
1420,alonspe01,2019,0,ALS201907090,NYN,NL,1,,alonso,pete,pete alonso,pete alonso2019
1421,blackch02,2019,0,ALS201907090,COL,NL,1,,blackmon,charlie,charlie blackmon,charlie blackmon2019
1422,bryankr01,2019,0,ALS201907090,CHN,NL,1,,bryant,kris,kris bryant,kris bryant2019
1425,dahlda01,2019,0,ALS201907090,COL,NL,1,,dahl,david,david dahl,david dahl2019
1427,dejonpa01,2019,0,ALS201907090,SLN,NL,1,,dejong,paul,paul dejong,paul dejong2019
1428,grandya01,2019,0,ALS201907090,MIL,NL,1,,grandal,yasmani,yasmani grandal,yasmani grandal2019
1432,mcneije01,2019,0,ALS201907090,NYN,NL,1,,mcneil,jeff,jeff mcneil,jeff mcneil2019
1433,moustmi01,2019,0,ALS201907090,MIL,NL,1,,moustakas,mike,mike moustakas,mike moustakas2019
1434,muncyma01,2019,0,ALS201907090,LAN,NL,1,,muncy,max,max muncy,max muncy2019
1435,realmjt01,2019,0,ALS201907090,PHI,NL,1,,realmuto,j. t.,j. t. realmuto,j. t. realmuto2019
1436,rendoan01,2019,0,ALS201907090,WAS,NL,0,,rendon,anthony,anthony rendon,anthony rendon2019
1440,sorokmi01,2019,0,ALS201907090,ATL,NL,1,,soroka,michael,michael soroka,michael soroka2019
1441,storytr01,2019,0,ALS201907090,COL,NL,1,,story,trevor,trevor story,trevor story2019
